created_at,entry_id,field1,field2,field3,field4
2023-06-01 17:55:30,4303,1.147,0.093,0.994,29.48
2023-06-01 17:55:45,4304,1.137,0.079,1.045,29.48
2023-06-01 17:56:00,4305,1.143,0.081,1.201,29.45
2023-06-01 17:56:15,4306,1.13,0.091,1.043,29.67
2023-06-01 17:56:30,4307,1.149,0.097,1.129,29.42
2023-06-01 17:56:45,4308,1.135,0.113,1.1,29.34
2023-06-01 17:57:00,4309,1.137,0.123,1.152,29.64
2023-06-01 17:57:15,4310,1.145,0.105,1.116,29.59
2023-06-01 17:57:30,4311,1.135,0.085,1.078,29.69
2023-06-01 17:57:45,4312,1.12,0.07,1.064,29.75
2023-06-01 17:58:00,4313,1.142,0.098,1.149,29.62
2023-06-01 17:58:15,4314,1.136,0.072,1.186,29.7
2023-06-01 17:58:30,4315,1.126,0.103,1.14,29.45
2023-06-01 17:58:45,4316,1.152,0.124,1.104,29.68
2023-06-01 17:59:00,4317,1.144,0.09,1.198,29.54
2023-06-01 17:59:15,4318,1.123,0.072,1.183,29.57
2023-06-01 17:59:30,4319,1.126,0.092,1.08,29.66
2023-06-01 17:59:45,4320,1.12,0.079,1.16,29.76
2023-06-01 18:00:00,4321,1.135,0.074,1.197,29.72
2023-06-01 18:00:15,4322,1.118,0.088,1.162,29.51
2023-06-01 18:00:30,4323,1.148,0.112,1.148,29.76
2023-06-01 18:00:45,4324,1.138,0.045,1.071,29.72
2023-06-01 18:01:00,4325,1.131,0.066,1.098,29.49
2023-06-01 18:01:15,4326,1.125,0.095,1.079,29.58
2023-06-01 18:01:30,4327,1.132,0.097,1.142,29.65
2023-06-01 18:01:45,4328,1.14,0.048,1.185,29.53
2023-06-01 18:02:00,4329,1.14,0.058,1.133,29.58
2023-06-01 18:02:15,4330,1.127,0.075,1.084,29.33
2023-06-01 18:02:30,4331,1.145,0.069,1.017,29.45
2023-06-01 18:02:45,4332,1.124,0.083,1.073,29.63
2023-06-01 18:03:00,4333,1.124,0.078,1.15,29.66
2023-06-01 18:03:15,4334,1.134,0.068,1.221,29.39
2023-06-01 18:03:30,4335,1.154,0.078,1.152,29.4
2023-06-01 18:03:45,4336,1.145,0.121,1.182,29.57
2023-06-01 18:04:00,4337,1.12,0.106,1.17,29.4
2023-06-01 18:04:15,4338,1.115,0.076,1.267,29.62
2023-06-01 18:04:30,4339,1.146,0.11,1.078,29.46
2023-06-01 18:04:45,4340,1.138,0.089,1.089,29.88
2023-06-01 18:05:00,4341,1.148,0.089,0.981,29.54
2023-06-01 18:05:15,4342,1.142,0.075,1.197,29.54
2023-06-01 18:05:30,4343,1.133,0.067,1.054,29.64
2023-06-01 18:05:45,4344,1.133,0.114,1.173,29.41
2023-06-01 18:06:00,4345,1.144,0.096,1.198,29.65
2023-06-01 18:06:15,4346,1.125,0.113,1.148,29.56
2023-06-01 18:06:30,4347,1.145,0.087,1.182,29.65
2023-06-01 18:06:45,4348,1.115,0.084,1.192,29.9
2023-06-01 18:07:00,4349,1.136,0.089,1.054,29.81
2023-06-01 18:07:15,4350,1.132,0.065,1.13,29.58
2023-06-01 18:07:30,4351,1.144,0.109,1.232,29.64
2023-06-01 18:07:45,4352,1.118,0.088,1.124,29.35
2023-06-01 18:08:00,4353,1.094,0.103,1.249,29.48
2023-06-01 18:08:15,4354,1.147,0.109,1.273,29.46
2023-06-01 18:08:30,4355,1.153,0.085,1.054,29.58
2023-06-01 18:08:45,4356,1.133,0.113,1.018,29.36
2023-06-01 18:09:00,4357,1.135,0.098,1.111,29.77
2023-06-01 18:09:15,4358,1.128,0.121,1.083,29.57
2023-06-01 18:09:30,4359,1.139,0.096,1.081,29.62
2023-06-01 18:09:45,4360,1.14,0.101,1.149,29.54
2023-06-01 18:10:00,4361,1.134,0.121,1.181,29.57
2023-06-01 18:10:15,4362,1.132,0.091,1.273,29.78
2023-06-01 18:10:30,4363,1.128,0.083,1.161,29.58
2023-06-01 18:10:45,4364,1.109,0.068,1.111,29.73
2023-06-01 18:11:00,4365,1.12,0.055,1.272,29.67
2023-06-01 18:11:15,4366,1.121,0.135,1.248,29.53
2023-06-01 18:11:30,4367,1.138,0.087,1.159,29.41
2023-06-01 18:11:45,4368,1.139,0.096,1.107,29.77
2023-06-01 18:12:00,4369,1.151,0.11,1.143,29.56
2023-06-01 18:12:15,4370,1.141,0.085,1.097,29.51
2023-06-01 18:12:30,4371,1.14,0.083,1.219,29.55
2023-06-01 18:12:45,4372,1.156,0.118,1.157,29.44
2023-06-01 18:13:00,4373,1.123,0.108,1.093,29.64
2023-06-01 18:13:15,4374,1.136,0.064,1.168,29.64
2023-06-01 18:13:30,4375,1.136,0.115,1.082,29.6
2023-06-01 18:13:45,4376,1.119,0.096,1.142,29.75
2023-06-01 18:14:00,4377,1.13,0.076,1.118,29.7
2023-06-01 18:14:15,4378,1.12,0.094,1.137,29.8
2023-06-01 18:14:30,4379,1.125,0.132,1.255,29.56
2023-06-01 18:14:45,4380,1.144,0.086,1.123,29.48
2023-06-01 18:15:00,4381,1.131,0.096,1.216,29.57
2023-06-01 18:15:15,4382,1.128,0.109,1.127,29.46
2023-06-01 18:15:30,4383,1.134,0.124,1.112,29.83
2023-06-01 18:15:45,4384,1.145,0.094,1.238,29.57
2023-06-01 18:16:00,4385,1.14,0.075,1.207,29.6
2023-06-01 18:16:15,4386,1.139,0.12,1.106,29.66
2023-06-01 18:16:30,4387,1.119,0.067,1.017,29.68
2023-06-01 18:16:45,4388,1.142,0.069,1.176,29.58
2023-06-01 18:17:00,4389,1.142,0.093,1.174,29.82
2023-06-01 18:17:15,4390,1.135,0.099,1.182,29.84
2023-06-01 18:17:30,4391,1.122,0.07,1.115,29.71
2023-06-01 18:17:45,4392,1.129,0.11,1.192,29.57
2023-06-01 18:18:00,4393,1.134,0.095,1.124,29.46
2023-06-01 18:18:15,4394,1.135,0.08,1.165,29.71
2023-06-01 18:18:30,4395,1.119,0.114,1.059,29.58
2023-06-01 18:18:45,4396,1.131,0.099,1.116,29.68
2023-06-01 18:19:00,4397,1.134,0.088,1.236,29.63
2023-06-01 18:19:15,4398,1.109,0.079,1.108,29.59
2023-06-01 18:19:30,4399,1.137,0.089,1.187,29.59
2023-06-01 18:19:45,4400,1.126,0.099,1.174,29.63
2023-06-01 18:20:00,4401,1.105,0.102,1.189,29.52
2023-06-01 18:20:15,4402,1.121,0.087,1.09,29.57
2023-06-01 18:20:30,4403,1.131,0.086,1.166,29.82
2023-06-01 18:20:45,4404,1.144,0.104,1.123,29.62
2023-06-01 18:21:00,4405,1.131,0.121,1.184,29.84
2023-06-01 18:21:15,4406,1.124,0.09,1.211,29.6
2023-06-01 18:21:30,4407,1.137,0.085,1.209,29.67
2023-06-01 18:21:45,4408,1.12,0.115,1.153,29.81
2023-06-01 18:22:00,4409,1.148,0.077,1.122,29.81
2023-06-01 18:22:15,4410,1.126,0.076,1.086,29.75
2023-06-01 18:22:30,4411,1.122,0.085,1.108,29.87
2023-06-01 18:22:45,4412,1.14,0.081,1.164,29.65
2023-06-01 18:23:00,4413,1.14,0.12,1.126,29.84
2023-06-01 18:23:15,4414,1.135,0.059,1.195,29.46
2023-06-01 18:23:30,4415,1.15,0.086,1.175,30.0
2023-06-01 18:23:45,4416,1.127,0.097,1.074,29.94
2023-06-01 18:24:00,4417,1.12,0.099,1.046,29.85
2023-06-01 18:24:15,4418,1.132,0.128,1.104,29.76
2023-06-01 18:24:30,4419,1.129,0.07,1.127,29.77
2023-06-01 18:24:45,4420,1.12,0.05,1.128,29.74
2023-06-01 18:25:00,4421,1.145,0.076,1.141,29.72
2023-06-01 18:25:15,4422,1.126,0.105,1.078,29.94
2023-06-01 18:25:30,4423,1.131,0.11,1.046,29.9
2023-06-01 18:25:45,4424,1.122,0.097,1.102,29.67
2023-06-01 18:26:00,4425,1.145,0.136,1.112,29.75
2023-06-01 18:26:15,4426,1.129,0.063,1.152,29.83
2023-06-01 18:26:30,4427,1.117,0.067,1.109,29.77
2023-06-01 18:26:45,4428,1.136,0.086,1.093,29.69
2023-06-01 18:27:00,4429,1.15,0.106,1.252,29.96
2023-06-01 18:27:15,4430,1.13,0.077,1.08,29.69
2023-06-01 18:27:30,4431,1.143,0.125,1.244,29.58
2023-06-01 18:27:45,4432,1.125,0.073,1.151,29.55
2023-06-01 18:28:00,4433,1.118,0.084,1.172,29.52
2023-06-01 18:28:15,4434,1.131,0.104,1.084,29.71
2023-06-01 18:28:30,4435,1.139,0.086,1.124,29.84
2023-06-01 18:28:45,4436,1.113,0.08,1.178,29.58
2023-06-01 18:29:00,4437,1.146,0.063,1.179,29.85
2023-06-01 18:29:15,4438,1.145,0.043,1.098,29.72
2023-06-01 18:29:30,4439,1.143,0.069,1.078,29.76
2023-06-01 18:29:45,4440,1.109,0.093,1.181,29.66
2023-06-01 18:30:00,4441,1.136,0.099,1.124,29.75
2023-06-01 18:30:15,4442,1.145,0.1,1.062,29.56
2023-06-01 18:30:30,4443,1.125,0.09,1.123,29.89
2023-06-01 18:30:45,4444,1.147,0.133,1.153,29.64
2023-06-01 18:31:00,4445,1.124,0.096,1.201,29.7
2023-06-01 18:31:15,4446,1.122,0.103,1.136,29.88
2023-06-01 18:31:30,4447,1.141,0.081,1.18,29.73
2023-06-01 18:31:45,4448,1.12,0.066,1.175,29.45
2023-06-01 18:32:00,4449,1.125,0.095,1.049,29.6
2023-06-01 18:32:15,4450,1.128,0.02,1.202,29.5
2023-06-01 18:32:30,4451,1.129,0.065,1.182,29.7
2023-06-01 18:32:45,4452,1.132,0.078,1.161,29.58
2023-06-01 18:33:00,4453,1.122,0.086,1.045,29.55
2023-06-01 18:33:15,4454,1.122,0.075,1.251,29.82
2023-06-01 18:33:30,4455,1.12,0.09,1.063,29.84
2023-06-01 18:33:45,4456,1.129,0.094,1.137,29.65
2023-06-01 18:34:00,4457,1.136,0.124,1.184,29.88
2023-06-01 18:34:15,4458,1.126,0.099,1.098,29.73
2023-06-01 18:34:30,4459,1.129,0.101,0.977,29.58
2023-06-01 18:34:45,4460,1.144,0.104,1.138,29.8
2023-06-01 18:35:00,4461,1.137,-0.001,1.234,29.87
2023-06-01 18:35:15,4462,1.128,0.114,1.231,29.81
2023-06-01 18:35:30,4463,1.134,0.072,1.213,29.89
2023-06-01 18:35:45,4464,1.127,0.089,1.141,29.74
2023-06-01 18:36:00,4465,1.158,0.073,1.162,29.88
2023-06-01 18:36:15,4466,1.14,0.084,1.151,29.55
2023-06-01 18:36:30,4467,1.13,0.12,1.14,29.62
2023-06-01 18:36:45,4468,1.137,0.105,1.089,29.68
2023-06-01 18:37:00,4469,1.135,0.056,1.114,29.98
2023-06-01 18:37:15,4470,1.127,0.092,1.149,29.81
2023-06-01 18:37:30,4471,1.116,0.082,1.067,29.78
2023-06-01 18:37:45,4472,1.147,0.114,1.132,29.96
2023-06-01 18:38:00,4473,1.139,0.061,1.172,29.92
2023-06-01 18:38:15,4474,1.127,0.103,1.131,29.76
2023-06-01 18:38:30,4475,1.137,0.093,1.093,29.54
2023-06-01 18:38:45,4476,1.141,0.057,1.128,29.89
2023-06-01 18:39:00,4477,1.136,0.079,1.134,29.49
2023-06-01 18:39:15,4478,1.125,0.097,1.192,29.61
2023-06-01 18:39:30,4479,1.126,0.061,1.256,29.66
2023-06-01 18:39:45,4480,1.133,0.089,1.078,29.53
2023-06-01 18:40:00,4481,1.134,0.088,1.06,29.9
2023-06-01 18:40:15,4482,1.142,0.086,1.15,29.61
2023-06-01 18:40:30,4483,1.131,0.107,1.17,29.73
2023-06-01 18:40:45,4484,1.13,0.131,1.147,29.96
2023-06-01 18:41:00,4485,1.127,0.062,1.083,29.87
2023-06-01 18:41:15,4486,1.121,0.104,1.085,29.67
2023-06-01 18:41:30,4487,1.125,0.102,0.946,29.69
2023-06-01 18:41:45,4488,1.116,0.094,1.278,29.75
2023-06-01 18:42:00,4489,1.132,0.078,1.204,29.78
2023-06-01 18:42:15,4490,1.131,0.105,1.154,29.94
2023-06-01 18:42:30,4491,1.115,0.105,1.157,29.45
2023-06-01 18:42:45,4492,1.132,0.095,1.119,29.83
2023-06-01 18:43:00,4493,1.124,0.094,0.992,29.75
2023-06-01 18:43:15,4494,1.133,0.074,1.101,29.84
2023-06-01 18:43:30,4495,1.122,0.1,1.143,29.89
2023-06-01 18:43:45,4496,1.115,0.085,1.115,29.87
2023-06-01 18:44:00,4497,1.129,0.127,1.105,29.79
2023-06-01 18:44:15,4498,1.151,0.091,1.199,30.03
2023-06-01 18:44:30,4499,1.146,0.099,1.132,29.81
2023-06-01 18:44:45,4500,1.131,0.089,1.123,29.76
2023-06-01 18:45:00,4501,1.123,0.065,1.244,29.57
2023-06-01 18:45:15,4502,1.128,0.068,1.118,29.61
2023-06-01 18:45:30,4503,1.115,0.092,1.062,29.82
2023-06-01 18:45:45,4504,1.113,0.086,1.072,29.85
2023-06-01 18:46:00,4505,1.119,0.086,1.193,29.89
2023-06-01 18:46:15,4506,1.127,0.098,1.085,29.74
2023-06-01 18:46:30,4507,1.122,0.091,1.092,29.91
2023-06-01 18:46:45,4508,1.129,0.089,1.134,30.02
2023-06-01 18:47:00,4509,1.148,0.114,1.151,29.92
2023-06-01 18:47:15,4510,1.146,0.104,1.214,29.61
2023-06-01 18:47:30,4511,1.151,0.101,1.103,29.79
2023-06-01 18:47:45,4512,1.121,0.096,1.105,29.84
2023-06-01 18:48:00,4513,1.112,0.072,1.033,29.96
2023-06-01 18:48:15,4514,1.126,0.093,0.967,29.84
2023-06-01 18:48:30,4515,1.123,0.079,1.033,29.88
2023-06-01 18:48:45,4516,1.119,0.085,1.094,29.86
2023-06-01 18:49:00,4517,1.138,0.087,1.199,29.87
2023-06-01 18:49:15,4518,1.116,0.095,1.196,29.65
2023-06-01 18:49:30,4519,1.144,0.127,1.015,29.82
2023-06-01 18:49:45,4520,1.129,0.098,1.125,29.67
2023-06-01 18:50:00,4521,1.126,0.102,1.239,29.76
2023-06-01 18:50:15,4522,1.135,0.105,1.102,29.7
2023-06-01 18:50:30,4523,1.122,0.073,1.173,30.1
2023-06-01 18:50:45,4524,1.129,0.101,1.109,29.83
2023-06-01 18:51:00,4525,1.147,0.066,1.074,29.88
2023-06-01 18:51:15,4526,1.144,0.133,1.119,29.77
2023-06-01 18:51:30,4527,1.129,0.081,1.076,30.09
2023-06-01 18:51:45,4528,1.125,0.087,1.063,29.84
2023-06-01 18:52:00,4529,1.122,0.075,1.106,29.75
2023-06-01 18:52:15,4530,1.13,0.054,1.1,29.68
2023-06-01 18:52:30,4531,1.11,0.083,1.133,29.71
2023-06-01 18:52:45,4532,1.134,0.124,1.181,29.72
2023-06-01 18:53:00,4533,1.134,0.087,1.119,29.81
2023-06-01 18:53:15,4534,1.126,0.098,1.117,29.78
2023-06-01 18:53:30,4535,1.138,0.066,1.045,29.84
2023-06-01 18:53:45,4536,1.143,0.088,1.207,29.66
2023-06-01 18:54:00,4537,1.143,0.076,1.145,29.8
2023-06-01 18:54:15,4538,1.114,0.096,1.212,30.09
2023-06-01 18:54:30,4539,1.136,0.086,1.11,29.86
2023-06-01 18:54:45,4540,1.126,0.099,1.165,29.93
2023-06-01 18:55:00,4541,1.114,0.076,1.127,29.78
2023-06-01 18:55:15,4542,1.13,0.071,1.233,29.98
2023-06-01 18:55:30,4543,1.12,0.087,1.145,29.9
2023-06-01 18:55:45,4544,1.124,0.082,0.992,29.76
2023-06-01 18:56:00,4545,1.13,0.075,1.158,29.68
2023-06-01 18:56:15,4546,1.134,0.11,1.138,29.99
2023-06-01 18:56:30,4547,1.136,0.114,1.095,30.0
2023-06-01 18:56:45,4548,1.16,0.113,1.204,30.0
2023-06-01 18:57:00,4549,1.138,0.098,1.17,30.04
2023-06-01 18:57:15,4550,1.125,0.112,1.196,29.79
2023-06-01 18:57:30,4551,1.137,0.093,1.131,29.9
2023-06-01 18:57:45,4552,1.122,0.08,1.207,29.99
2023-06-01 18:58:00,4553,1.152,0.132,1.146,29.83
2023-06-01 18:58:15,4554,1.133,0.105,1.184,29.93
2023-06-01 18:58:30,4555,1.129,0.068,1.122,29.85
2023-06-01 18:58:45,4556,1.126,0.101,1.111,29.61
2023-06-01 18:59:00,4557,1.143,0.055,1.15,29.83
2023-06-01 18:59:15,4558,1.124,0.061,1.162,30.08
2023-06-01 18:59:30,4559,1.122,0.11,1.189,29.91
2023-06-01 18:59:45,4560,1.104,0.095,1.098,29.97
2023-06-01 19:00:00,4561,1.121,0.083,1.091,29.76
2023-06-01 19:00:15,4562,1.109,0.071,1.021,29.65
2023-06-01 19:00:30,4563,1.12,0.1,1.078,29.89
2023-06-01 19:00:45,4564,1.151,0.109,1.07,29.85
2023-06-01 19:01:00,4565,1.121,0.078,1.193,29.83
2023-06-01 19:01:15,4566,1.126,0.096,1.102,29.62
2023-06-01 19:01:30,4567,1.12,0.089,1.137,29.8
2023-06-01 19:01:45,4568,1.128,0.099,1.166,29.89
2023-06-01 19:02:00,4569,1.144,0.125,1.181,29.77
2023-06-01 19:02:15,4570,1.128,0.09,1.125,29.62
2023-06-01 19:02:30,4571,1.13,0.114,1.181,29.86
2023-06-01 19:02:45,4572,1.147,0.103,1.151,30.16
2023-06-01 19:03:00,4573,1.123,0.082,1.11,29.91
2023-06-01 19:03:15,4574,1.142,0.124,1.071,29.74
2023-06-01 19:03:30,4575,1.121,0.056,1.115,29.58
2023-06-01 19:03:45,4576,1.117,0.088,1.171,29.98
2023-06-01 19:04:00,4577,1.114,0.101,1.111,30.09
2023-06-01 19:04:15,4578,1.14,0.147,1.071,30.02
2023-06-01 19:04:30,4579,1.137,0.084,1.052,29.82
2023-06-01 19:04:45,4580,1.124,0.072,1.12,29.87
2023-06-01 19:05:00,4581,1.117,0.046,1.065,29.99
2023-06-01 19:05:15,4582,1.14,0.073,1.146,29.93
2023-06-01 19:05:30,4583,1.137,0.103,1.101,29.96
2023-06-01 19:05:45,4584,1.137,0.099,1.164,29.64
2023-06-01 19:06:00,4585,1.148,0.148,1.252,29.82
2023-06-01 19:06:15,4586,1.124,0.117,1.085,29.65
2023-06-01 19:06:30,4587,1.124,0.085,1.201,29.77
2023-06-01 19:06:45,4588,1.108,0.101,1.183,29.74
2023-06-01 19:07:00,4589,1.13,0.101,1.098,29.9
2023-06-01 19:07:15,4590,1.139,0.101,1.144,30.18
2023-06-01 19:07:30,4591,1.129,0.076,1.112,29.54
2023-06-01 19:07:45,4592,1.156,0.072,1.089,29.97
2023-06-01 19:08:00,4593,1.133,0.081,1.184,30.06
2023-06-01 19:08:15,4594,1.151,0.109,1.177,29.95
2023-06-01 19:08:30,4595,1.123,0.068,1.111,29.86
2023-06-01 19:08:45,4596,1.131,0.035,1.059,29.59
2023-06-01 19:09:00,4597,1.125,0.103,1.067,30.04
2023-06-01 19:09:15,4598,1.137,0.085,1.153,29.98
2023-06-01 19:09:30,4599,1.129,0.048,1.212,29.83
2023-06-01 19:09:45,4600,1.128,0.092,1.225,29.82
2023-06-01 19:10:00,4601,1.124,0.101,1.153,30.2
2023-06-01 19:10:15,4602,1.134,0.096,1.187,29.78
2023-06-01 19:10:30,4603,1.123,0.09,1.141,30.06
2023-06-01 19:10:45,4604,1.158,0.108,1.064,29.87
2023-06-01 19:11:00,4605,1.112,0.101,1.059,29.76
2023-06-01 19:11:15,4606,1.12,0.078,1.158,29.83
2023-06-01 19:11:30,4607,1.125,0.077,1.195,29.76
2023-06-01 19:11:45,4608,1.132,0.109,1.053,29.72
2023-06-01 19:12:00,4609,1.108,0.053,1.055,30.01
2023-06-01 19:12:15,4610,1.134,0.122,1.058,29.77
2023-06-01 19:12:30,4611,1.131,0.056,1.287,29.73
2023-06-01 19:12:45,4612,1.145,0.077,1.024,29.84
2023-06-01 19:13:00,4613,1.116,0.056,1.11,29.72
2023-06-01 19:13:15,4614,1.152,0.096,1.083,29.98
2023-06-01 19:13:30,4615,1.128,0.073,1.03,29.93
2023-06-01 19:13:45,4616,1.123,0.083,1.194,29.82
2023-06-01 19:14:00,4617,1.145,0.106,1.014,30.2
2023-06-01 19:14:15,4618,1.131,0.073,1.185,29.78
2023-06-01 19:14:30,4619,1.124,0.084,1.133,29.9
2023-06-01 19:14:45,4620,1.13,0.109,1.026,29.81
2023-06-01 19:15:00,4621,1.134,0.087,1.092,30.27
2023-06-01 19:15:15,4622,1.138,0.104,1.079,29.76
2023-06-01 19:15:30,4623,1.128,0.066,1.107,29.8
2023-06-01 19:15:45,4624,1.109,0.085,1.176,30.02
2023-06-01 19:16:00,4625,1.117,0.101,1.081,29.85
2023-06-01 19:16:15,4626,1.118,0.087,1.195,29.75
2023-06-01 19:16:30,4627,1.156,0.094,1.151,29.67
2023-06-01 19:16:45,4628,1.125,0.082,1.039,29.92
2023-06-01 19:17:00,4629,1.154,0.097,1.035,29.81
2023-06-01 19:17:15,4630,1.121,0.1,1.172,29.85
2023-06-01 19:17:30,4631,1.144,0.105,1.144,29.7
2023-06-01 19:17:45,4632,1.138,0.111,1.102,29.91
2023-06-01 19:18:00,4633,1.13,0.105,1.195,29.89
2023-06-01 19:18:15,4634,1.132,0.045,1.191,29.78
2023-06-01 19:18:30,4635,1.117,0.091,1.048,30.02
2023-06-01 19:18:45,4636,1.148,0.087,1.14,29.95
2023-06-01 19:19:00,4637,1.153,0.079,1.207,29.86
2023-06-01 19:19:15,4638,1.129,0.099,1.074,29.89
2023-06-01 19:19:30,4639,1.132,0.081,1.172,29.82
2023-06-01 19:19:45,4640,1.129,0.099,1.17,30.16
2023-06-01 19:20:00,4641,1.144,0.061,1.156,29.95
2023-06-01 19:20:15,4642,1.128,0.105,1.086,29.64
2023-06-01 19:20:30,4643,1.137,0.08,1.044,29.85
2023-06-01 19:20:45,4644,1.133,0.081,1.084,29.97
2023-06-01 19:21:00,4645,1.131,0.107,1.098,29.79
2023-06-01 19:21:15,4646,1.15,0.059,1.062,30.03
2023-06-01 19:21:30,4647,1.133,0.124,0.99,29.88
2023-06-01 19:21:45,4648,1.127,0.085,1.119,30.36
2023-06-01 19:22:00,4649,1.117,0.074,1.213,29.78
2023-06-01 19:22:15,4650,1.139,0.039,1.125,29.98
2023-06-01 19:22:30,4651,1.132,0.094,1.148,30.05
2023-06-01 19:22:45,4652,1.131,0.08,1.253,29.89
2023-06-01 19:23:00,4653,1.108,0.1,1.105,29.95
2023-06-01 19:23:15,4654,1.111,0.108,1.083,29.8
2023-06-01 19:23:30,4655,1.141,0.073,1.144,29.87
2023-06-01 19:23:45,4656,1.139,0.074,1.154,29.9
2023-06-01 19:24:00,4657,1.143,0.067,1.18,30.14
2023-06-01 19:24:15,4658,1.151,0.108,1.092,30.44
2023-06-01 19:24:30,4659,1.148,0.091,1.169,30.21
2023-06-01 19:24:45,4660,1.122,0.106,1.14,30.11
2023-06-01 19:25:00,4661,1.096,0.064,1.106,29.8
2023-06-01 19:25:15,4662,1.119,0.096,1.054,29.91
2023-06-01 19:25:30,4663,1.132,0.097,1.139,29.73
2023-06-01 19:25:45,4664,1.14,0.099,1.134,29.95
2023-06-01 19:26:00,4665,1.119,0.105,1.103,29.95
2023-06-01 19:26:15,4666,1.133,0.093,1.167,30.15
2023-06-01 19:26:30,4667,1.128,0.064,1.195,29.97
2023-06-01 19:26:45,4668,1.143,0.056,1.088,29.93
2023-06-01 19:27:00,4669,1.123,0.071,1.121,29.79
2023-06-01 19:27:15,4670,1.13,0.103,1.072,30.01
2023-06-01 19:27:30,4671,1.129,0.1,1.191,30.06
2023-06-01 19:27:45,4672,1.138,0.069,1.142,29.74
2023-06-01 19:28:00,4673,1.14,0.106,1.18,29.86
2023-06-01 19:28:15,4674,1.123,0.085,1.075,29.83
2023-06-01 19:28:30,4675,1.145,0.094,1.167,30.03
2023-06-01 19:28:45,4676,1.114,0.119,1.129,29.93
2023-06-01 19:29:00,4677,1.141,0.107,1.143,29.93
2023-06-01 19:29:15,4678,1.144,0.086,1.223,29.84
2023-06-01 19:29:30,4679,1.138,0.072,1.117,29.78
2023-06-01 19:29:45,4680,1.113,0.065,1.12,29.86
2023-06-01 19:30:00,4681,1.126,0.089,1.073,29.72
2023-06-01 19:30:15,4682,1.129,0.092,1.143,29.89
2023-06-01 19:30:30,4683,1.107,0.093,1.029,29.68
2023-06-01 19:30:45,4684,1.138,0.098,1.189,30.11
2023-06-01 19:31:00,4685,1.142,0.077,1.058,29.89
2023-06-01 19:31:15,4686,1.13,0.089,1.137,30.17
2023-06-01 19:31:30,4687,1.13,0.096,1.127,29.69
2023-06-01 19:31:45,4688,1.123,0.127,1.071,30.25
2023-06-01 19:32:00,4689,1.122,0.088,1.082,30.07
2023-06-01 19:32:15,4690,1.115,0.093,1.134,29.85
2023-06-01 19:32:30,4691,1.146,0.111,1.12,30.05
2023-06-01 19:32:45,4692,1.108,0.063,1.176,30.06
2023-06-01 19:33:00,4693,1.114,0.096,1.044,30.04
2023-06-01 19:33:15,4694,1.143,0.076,1.106,29.75
2023-06-01 19:33:30,4695,1.147,0.076,1.082,30.13
2023-06-01 19:33:45,4696,1.14,0.083,1.165,29.77
2023-06-01 19:34:00,4697,1.131,0.115,1.115,30.03
2023-06-01 19:34:15,4698,1.135,0.104,1.093,30.03
2023-06-01 19:34:30,4699,1.123,0.096,1.162,30.3
2023-06-01 19:34:45,4700,1.119,0.064,1.124,29.9
2023-06-01 19:35:00,4701,1.143,0.103,1.08,30.08
2023-06-01 19:35:15,4702,1.13,0.084,1.106,30.0
2023-06-01 19:35:30,4703,1.131,0.093,1.161,29.88
2023-06-01 19:35:45,4704,1.128,0.105,1.046,30.0
2023-06-01 19:36:00,4705,1.146,0.066,1.059,30.03
2023-06-01 19:36:15,4706,1.136,0.137,1.121,29.85
2023-06-01 19:36:30,4707,1.16,0.1,1.17,29.6
2023-06-01 19:36:45,4708,1.152,0.083,1.039,29.9
2023-06-01 19:37:00,4709,1.116,0.098,1.076,30.05
2023-06-01 19:37:15,4710,1.126,0.109,1.154,30.0
2023-06-01 19:37:30,4711,1.142,0.104,1.089,29.78
2023-06-01 19:37:45,4712,1.134,0.078,1.136,29.86
2023-06-01 19:38:00,4713,1.11,0.082,1.082,30.15
2023-06-01 19:38:15,4714,1.146,0.113,1.096,29.97
2023-06-01 19:38:30,4715,1.123,0.037,1.143,29.78
2023-06-01 19:38:45,4716,1.13,0.093,1.103,29.94
2023-06-01 19:39:00,4717,1.138,0.091,1.198,30.04
2023-06-01 19:39:15,4718,1.13,0.074,1.162,29.82
2023-06-01 19:39:30,4719,1.126,0.084,1.203,29.93
2023-06-01 19:39:45,4720,1.124,0.11,1.16,30.11
2023-06-01 19:40:00,4721,1.122,0.083,1.122,29.8
2023-06-01 19:40:15,4722,1.143,0.146,1.193,29.92
2023-06-01 19:40:30,4723,1.125,0.093,1.099,29.54
2023-06-01 19:40:45,4724,1.115,0.111,1.171,29.9
2023-06-01 19:41:00,4725,1.118,0.101,1.111,29.82
2023-06-01 19:41:15,4726,1.116,0.093,1.065,30.06
2023-06-01 19:41:30,4727,1.108,0.074,1.11,30.11
2023-06-01 19:41:45,4728,1.131,0.128,1.136,30.28
2023-06-01 19:42:00,4729,1.12,0.106,1.115,29.98
2023-06-01 19:42:15,4730,1.125,0.105,1.033,29.98
2023-06-01 19:42:30,4731,1.141,0.096,1.115,30.14
2023-06-01 19:42:45,4732,1.12,0.104,1.124,30.05
2023-06-01 19:43:00,4733,1.136,0.104,1.141,30.06
2023-06-01 19:43:15,4734,1.14,0.068,1.166,29.68
2023-06-01 19:43:30,4735,1.108,0.052,1.121,30.07
2023-06-01 19:43:45,4736,1.135,0.096,1.032,30.07
2023-06-01 19:44:00,4737,1.13,0.103,1.227,30.21
2023-06-01 19:44:15,4738,1.139,0.093,0.994,30.05
